"","business_id","Group 1","Group 2","Group 3","Group 4","Group 5"
"3995","LZyxYhTbVLUeUA3dBLMjwA",12,5,10,21,28
"3996","m_9QMfvVYFKsxPjlkCvZqA",25,29,26,27,13
"3997","M_GnuvRXvWBl3YNxH-GYFg",12,7,2,3,5
"3998","M_jMhKl-hsTIyQBIiAH_cA",84,48,30,35,28
"3999","m_rEr3Vg1-f9Dg-Nag4FWg",37,16,35,27,14
"4000","M-KswR9gmh6C5VZq32OUSw",9,11,17,15,29
"4001","m-U3wxqfZmf2j6_-pbYaVA",5,6,6,6,9
"4002","m-zkVdThpPsJxj3pZ2C7aw",15,10,9,12,10
"4003","m010UclGPn1_f9YHs7Hn0Q",12,19,16,14,13
"4004","M0Ulu3PzwBumgOZJL-6KnQ",76,66,71,61,83
"4005","m1f59suEWLUGn4ws_ohVAQ",13,10,10,14,16
"4006","M1n4HVSdD9FIyfmIoxxRrg",16,16,27,27,27
"4007","M1xG7umlR-jalgYSxuPLYQ",42,45,46,45,42
"4008","M2boe4Te0rQ5RasVJkPXng",1,0,0,1,0
"4009","m2M7X5ItFvhOC7a6B7JcDg",19,29,37,38,40
"4010","m2nLCX6LpLRJcTNYX9pbRw",10,11,5,7,13
"4011","M2PCgCdlY4t-FwYnwLfuOA",10,16,19,22,34
"4012","M2SjLXsuAy5RNKwxaA5E1g",149,122,113,100,68
"4013","m3-p0XIYBQdR4VzbHpUpXQ",7,5,12,6,7
"4014","m34siNIv_F15LIzkmxP7-g",32,27,25,18,22
"4015","M3G_xbxxfkupkemCZzXh9g",11,14,15,19,19
"4016","m3O2EFVs3eo8s40MGGzmsA",38,14,20,12,14
"4017","M3sHcgWd1gqw5c3L8QnAHQ",158,164,140,97,34
"4018","M3uBjC_t6oHBecgYKP09Sg",1,2,2,2,0
"4019","M3vWHpOjARdJKwwoO0Wm0w",1,4,5,2,10
"4020","m4dsORRhBW_AxSEh_EXrSg",3,2,5,2,3
"4021","m4LaTWm5vP01mGpFcqoPZw",26,26,22,23,23
"4022","M4w8vTC5D_1l4xv9ejB_4g",22,25,23,18,28
"4023","M5gYxu0fdh6ANBL28DnOKQ",2,1,1,0,3
"4024","m5xIiMqFcEadweUYQLFyFQ",3,6,4,0,3
"4025","M64kwBY4TpEcWZEntCjFeA",0,6,1,1,3
"4026","M6546bwsz9XcwP0c71keIQ",5,2,3,0,1
"4027","m66lgElkNdZh4LEDFZ0mNQ",11,7,19,8,7
"4028","M6fjHpkL9IRI-nI0BattRw",63,60,88,94,130
"4029","m6MN-uXWMWxWhR4oZ8Snng",8,13,4,10,8
"4030","m79L5WLftprDSKdXEtdrIg",68,32,16,15,11
"4031","m7cT_avH6bvwUz4f1VgZUA",11,14,13,7,4
"4032","m7FpRPI-vvVzFVi2CfHFzg",10,4,4,2,0
"4033","m7IEMSzrR8KPjCsLEqOobA",38,31,30,30,31
"4034","M7LEY5gIpGEeYgo_DrHlnw",4,8,4,6,5
"4035","m892tIZECgluvVNsfcXjfQ",16,9,25,8,21
"4036","M8Eh-XsD7csd4b7SzSLzgg",42,60,54,66,59
"4037","m9haUi2_1lHR2eAKBhKwDg",67,80,104,126,137
"4038","m9k4BhXgNTBTguxvLNUaEg",5,3,4,2,1
"4039","m9K8o-paI6w500w9P8G9pg",13,19,20,19,20
"4040","M9PFIaQV63vq_vQdnjIzyg",27,16,11,22,21
"4041","m9Wqqma30o-hH2fAX7dnug",23,37,23,28,28
"4042","m9wUQkksvb5f0NzWynR-GQ",8,2,3,2,2
"4043","maaIrKQPQIcxKLDIShP0dQ",5,10,10,9,5
"4044","MAQuGx-ontt6sFidiyivRQ",26,28,28,12,14
"4045","MAUsBxBLRN5Hm1mOP4LVCg",2,5,3,6,6
"4046","MC8Fv4Hd4reUsTKJYoZPfg",32,29,43,41,42
"4047","McikHxxEqZ2X0joaRNKlaw",26,17,28,23,19
"4048","MdciqXUq0nf-bJHYmI6etw",22,25,31,21,33
"4049","mDdqifuTrfXAOfxiLMGu5Q",361,370,397,409,452
"4050","ME0olHUKPsJ9spaLudZlYA",66,46,38,19,19
"4051","Me4q6iXSjJyFsfKx-l3kcw",27,36,47,31,35
"4052","Me6hKl5pjH2KCuxLZm6pzQ",9,11,8,8,16
"4053","ME8gcI4BXjmFq7zEMtk3ag",87,82,65,51,39
"4054","MeBjJHd_cbrRZ0zyc3OKaA",15,4,5,9,6
"4055","MEgNULnEYQ40EDxkTpfHxw",3,9,3,11,11
"4056","mehBQm0pfKU0LTtcFGQfLg",22,47,41,48,55
"4057","MEKk3J63dU3GBDg9SHuq7A",23,25,28,39,32
"4058","MeMMA6ZJxW0xAR6WRgn_Cw",11,9,6,9,16
"4059","MEOC6ng0jPhQOX_BzEzf_w",52,38,39,31,24
"4060","Mf3kczr0ZQXPic1F7QS8qA",17,8,5,5,3
"4061","mFBBtUrWMqikBS-Jn-RiIw",28,25,45,49,55
"4062","MfkStodwwhBv8iwvZVVWmQ",4,3,5,7,1
"4063","mFKth0ZgYFvj8srrW1Xv2g",12,10,15,17,17
"4064","MFlkmsxlDloSiEd8SLjnAQ",16,5,0,4,4
"4065","mFMXHjGk2rJqGwx-3Wh_2A",39,23,9,13,9
"4066","MFPk16G7fAxnCKTyfjw8Vw",31,42,24,26,31
"4067","mgbWPIS8SU9mqER2kCo67w",4,1,4,2,3
"4068","MGDuAYuyDJd-J-sv0wNoSQ",14,24,17,25,15
"4069","mgefrZDVIYHOC7aq8_JpiQ",37,46,49,39,52
"4070","MGg0DUxVxkVSBiPB42l0vA",3,7,7,3,5
"4071","mggmWBv-RHAL6iCdwRGP5Q",42,34,36,36,35
"4072","Mgkqqomdr6keNOzfrFX5Mw",19,14,11,19,32
"4073","MgMh64Y-gfu7pnak0oqF7g",16,14,14,16,12
"4074","mgN7A6Uw8ObmoTNZvx6VOg",40,46,53,44,51
"4075","mGoHakt3WsXA-dVC-9g33g",20,18,29,26,32
"4076","mgy5TlydcKT1bFclh1FoaA",15,16,11,22,6
"4077","Mh85-BDqDHlngT8G2ZnRWg",15,20,19,31,28
"4078","mHFzBhhqDKyMRhM_wZI9Lw",2,5,7,8,7
"4079","mHgi91lUUK5D-UNcv8HE6A",10,13,23,23,19
"4080","MhgYfihkb1QZfVpSNLb2uA",39,67,73,56,77
"4081","MhkZLdUFaHt5SDcQcqOWQg",34,23,19,22,43
"4082","mhLN_oiJd7zq6eaOS1Nw1A",29,35,43,54,60
"4083","MhMFi7hae_KsaK8lHcg0iQ",124,115,93,82,61
"4084","MHmJSJegKUU0-q6KOC0LHg",32,22,17,9,12
"4085","MHPXDXVE_cUYodfPhkadeQ",2,5,4,4,5
"4086","MHt5qfGbk3-eteC7yS4K2Q",3,4,5,3,9
"4087","mhuiV0Q3wDZH7VYtcpuYgw",4,2,4,2,1
"4088","mHWFcOIT-CNbbID9LM-9Jg",7,5,10,7,10
"4089","MI0OfnmlfkUh2xPhT1lQSg",13,8,4,7,4
"4090","mI2poz7WNXEZtJpY8NAUGQ",41,27,47,52,53
"4091","mI4ozvIRxcGqwGdbd9i8NA",16,14,19,19,13
"4092","MiajUnwoG7RGoaolO1rPaw",17,31,36,36,35
"4093","MikwfuKo3AvdRaM97SQVzg",7,3,3,5,3
"4094","miUjtW5ZOc4WN0pB53VokA",27,14,11,10,12
"4095","MJ6_uOT55dq5ALphFqMVkw",23,37,37,43,24
"4096","MjD2P15ki9Y8EyjfSA7hFw",7,6,12,6,8
"4097","mJfIIl-i3NYiIR9Gzs48LQ",25,21,48,51,45
"4098","mJOgjR0dZlEtD656oUzlzQ",30,11,8,6,4
"4099","mjoxSQR7bFQtlIIjfNfaSQ",31,36,38,44,39
"4100","MKHWHs2mfu0Hvuv3VKgdlg",15,14,16,20,15
"4101","MkQz_wPoaELPVy6Hwwf7Ug",15,14,16,10,9
"4102","MkrQV_nyxyC1F5ut5KxDMQ",2,4,3,2,0
"4103","MKUT42AO_eLq0Av-PvQC7A",11,10,6,6,8
"4104","ML1RJdeZ7bbfMrHvJ7m99A",83,53,71,57,54
"4105","MLcXtnpzygZvQ9BtseLLlw",35,50,55,60,48
"4106","mLH4DEWVcYVFHwsVNyb-uw",5,4,2,6,9
"4107","MlLFIBq_ZlagZ26f4Jwunw",5,16,11,16,22
"4108","MLPEpxih9E8NySHbM0FSWQ",76,76,72,61,68
"4109","MLQ-AHgpnMOrIedg_wK7Og",2,1,3,4,3
"4110","MLVKDbuI2xaOJQ4-NZj2MQ",25,38,29,31,44
"4111","MLzh2-7zSnPdFmNcuSaaJQ",8,8,3,2,2
"4112","mM4JGpza3KkegHYUN7T79w",11,5,4,5,6
"4113","Mm8x_jzeLrWlvDEnqhuCBQ",29,25,26,30,27
"4114","MmafQlWPPu0qbA7_1ayHNg",22,16,28,22,32
"4115","mMJVKgRNlsr0YrkUBGqfQw",26,21,21,19,21
"4116","MMNBgMQCdwyVoNaHg0h_QA",28,31,19,34,26
"4117","mMRmZwyaBUCYhkDHGkmfIg",7,6,10,10,6
"4118","MmRqTcPD3dOf_yfpF4I_wA",5,6,2,2,1
"4119","mms3-uX7mK42Hj8fJqsPfw",19,12,5,9,5
"4120","Mmz8iWNfeXkp1dIP0FkTaw",22,7,5,3,3
"4121","MN0OLvP8i0SirMJ7AMuMzA",161,198,225,205,276
"4122","MNee7WyJowmFD0-NS9safg",2,2,7,4,3
"4123","mnG5TXQ1AsuutyB5zaHK3w",28,32,35,14,26
"4124","mNmoTdAqtgCG9LpUSl0KGw",9,6,3,6,0
"4125","MNop9uxBB4gVhPhHmksMkw",53,35,55,47,39
"4126","mNqdYfvAWpyBP3eQpecssw",17,14,5,5,8
"4127","mNxRywpHH4r9JSNDbo_cKg",4,7,6,5,6
"4128","mo-zc81Q52d-iz5Put3zzw",31,12,12,15,13
"4129","Mog8cxUbSs5DJ-4nGczi_Q",16,10,6,7,5
"4130","MoMu4FypeaSR27G0qFIc6g",11,11,14,21,10
"4131","MONajnUQ5-IRtv8PSPn_yA",3,4,7,10,7
"4132","MonRZXpZ1vbBtw-q9bfGug",16,13,19,9,9
"4133","moX-9x1Z76IlcAM3bAu4bg",45,30,32,19,21
"4134","moXWAu-8-kZqJQ4XV3zhlA",21,27,34,40,29
"4135","MOye61Ou7gMl680BpsvDiQ",34,40,36,44,71
"4136","MpbVyyqTuZZKzHvrTw4Npg",18,19,31,32,47
"4137","MpDYU6gfgwvagUbg2kfncw",11,6,8,14,6
"4138","MPHoF6kRNZhxcDfxHeoUlw",18,13,13,11,11
"4139","mPlWLIA4pkHMRtlQDm6UyQ",13,13,17,23,25
"4140","mPmD3vvjGZTMK2ZY3CenIQ",20,12,13,8,7
"4141","MPmKNNq5cc_J5WbBdnkSJg",21,25,17,12,4
"4142","MpMkOGrzCEGrO0-8yoib2w",3,5,9,9,9
"4143","mpXeChWrq1bcRWAEgufY9w",22,26,41,20,25
"4144","MPyxaNVuWlAQqJ0iKV5rQw",33,35,54,53,65
"4145","mq2tmmgQXfo-3Dh-xOTx-Q",52,36,26,26,21
"4146","mQ6_slsCd8-c8WFNtESnqw",41,10,12,1,2
"4147","mQfT3JYu18HN22DVylcE7A",30,54,51,63,59
"4148","mqLIvIVWmV00VWo3L5pj3Q",40,46,37,35,28
"4149","MQnNtW1lHS-eid3QNUoUIw",21,45,50,47,49
"4150","MqPRtyOXXJF-uUYJPK-5sA",27,27,18,26,20
"4151","MQsMlsL6J3V25ssYzHQehw",8,5,3,14,9
"4152","MrBpluQZmPX13d6Efhmg_A",2,4,5,0,7
"4153","MRkKtODtC6p6weVE370vcw",7,5,9,4,7
"4154","mrMF-W7TOUPRX94SEJGMjA",4,6,1,2,1
"4155","MRObvlfMLEhz9szPTMkGwQ",7,5,8,8,10
"4156","mSARPsn69D62ugw3rJxOtQ",4,1,8,2,3
"4157","mSbFLlDB5Qu-6al1e2DSBw",22,32,29,21,24
"4158","msn1dd2YDQgBWrlx_hQYgA",67,59,51,31,16
"4159","MsNRtBLPfZQ5xH9lPbk3_A",4,0,1,0,0
"4160","mT-tJLrHzasWHwUzOAxsTA",9,12,13,11,21
"4161","Mt5fXe2EsPyFcZRU8y4j3w",27,28,38,26,15
"4162","MthnswWexrUtCzH3vS5YnQ",47,25,23,19,15
"4163","mThyP-DoLN3Y4UK7YM9uFg",9,5,2,6,1
"4164","mTjHcl-pkNO4iOKY8rVHPw",15,19,19,10,8
"4165","mTLxc3DqWqFk0D2mijfuBw",13,19,30,38,41
"4166","MtOT9iO0oRqiXCFszGC4zQ",4,0,1,4,3
"4167","MTpI2V3O9sOp1WGeFwioDw",4,2,1,0,1
"4168","mTRtKgAqlbVS8QoASwgTug",22,23,29,43,57
"4169","mtYDfc-XhixQLGNjmjxC_g",5,7,8,6,8
"4170","mU57qypB4nLScxgowHNEUA",100,77,61,50,26
"4171","MUFYutWoNsC0V9bSUGof3g",33,24,24,26,21
"4172","MuIXnv7Oq7X3-4aEsp9dDA",152,170,213,250,286
"4173","mV7VG6DwK2S57KJDlM29uQ",6,20,10,22,25
"4174","MVFeOZVt641WBvdsRmnhPg",1,3,1,1,1
"4175","mVHrayjG3uZ_RLHkLj-AMg",2,4,1,4,7
"4176","mVJIPDv-qfYlatHYeP_saQ",59,52,77,62,92
"4177","MvMtfAjPb-u9dtvaZw9mUA",2,3,5,4,6
"4178","mW1gB2DmBe__AEVgCoTgjw",11,5,6,4,2
"4179","MwaFQkJxzqg8G5_hTip99A",43,37,23,29,13
"4180","MWkIQNT5ewKwMfKbixgb6Q",20,18,20,24,17
"4181","mWRKam3diswqKMja8TKQ_w",1,1,4,3,3
"4182","MwRPgayDjQkC529pXFv0sQ",6,5,5,6,6
"4183","Mx_IcFzTaPiPMm5SQY743w",3,4,1,2,4
"4184","mx3c2uWhm3_3A4U5L9ui5w",9,14,16,9,7
"4185","Mx4yslmbszFkilUyRdBIOw",3,4,2,5,3
"4186","mxeJ0QOXmGPucx8TayGeIw",9,12,12,13,23
"4187","mXk7cxR0OeZESz8S2q18Jw",84,92,80,54,47
"4188","MXlBxRhuQeZ2hkGTsdplOg",21,25,25,29,12
"4189","MXo4fz42cYi9ZtaiQKkzew",8,7,8,6,4
"4190","MXOdsPTLQPsQK9hUq01DWg",63,65,62,63,63
"4191","MXqmV0513hptrtjihDdf3Q",65,79,58,100,96
"4192","mxrXVZWc6PWk81gvOVNOUw",96,117,111,124,140
"4193","MY0_6BAzQCu4sqXqwNEFfg",88,74,65,56,60
"4194","myck1Tde_kSBGZWtS3IcHA",32,42,18,28,16
"4195","MyEw7VBhENKkq5o18fv30A",3,7,4,4,4
"4196","MyGH3O8q053OoJm5JikCRg",4,12,7,4,16
"4197","myQi5a626Biwo2vxN8vheA",3,0,1,2,1
"4198","mYuHPciSbqi2lxYpbs-LCg",72,57,74,71,76
"4199","MzaFD7Av2F1btsSzacdROw",6,19,13,12,16
"4200","mZBCQ9l6XKjyHi14mPjZFQ",14,9,5,4,4
"4201","MzbPhJboUwkdthdwkpqmiw",36,37,47,30,28
"4202","mzbQCUmd135tsNW6hY3G6A",21,23,25,10,9
"4203","Mzvb9KyqVhrDA7wGhkTAKg",6,7,6,8,1
"4204","n_d7HDsTdLc9IWwuPHBNlg",47,45,48,57,58
"4205","n_HvrTuGUgxXJM0yq39-0g",24,14,27,22,13
"4206","N_LG7wMjLSOJ9mgBr1kWtA",39,46,48,57,71
"4207","N_mLuCdN1wbY86Xt0DivcQ",10,6,3,5,1
"4208","n_QAA70NrnGIsGjog3HF_Q",70,64,72,87,73
"4209","n_ZuPiXgB4YPbkuSINpabQ",140,184,182,207,186
"4210","n-iA7O3vKAgCMk3Caf2Syw",13,8,18,14,13
"4211","n0GhxvBBR2i4dj_c3kmYHg",7,10,9,7,12
"4212","n0p8WRWAT5W6Ea3bcDJdqw",9,11,9,13,10
"4213","N13sN1m2zZNJDgRBlP8RYA",4,7,2,2,7
"4214","N1K5ktyT5gn2lBS3xOywmw",1,0,2,5,9
"4215","n2hnpyj9aN942TnOkE-ZiA",13,5,3,5,7
"4216","n2obEkXP7e3QCNkYXcO3Cg",15,7,12,7,8
"4217","N2RtQLz2TiTpaMJoDoUpeA",62,47,47,38,45
"4218","n2vuEfMHtM1ZE2LR9ppLXg",25,22,11,12,14
"4219","N31_Aw9VIOufgH3VtTBUbw",18,14,19,14,16
"4220","N32F9DmtEp2AZQRyiAEiGg",17,14,11,14,14
"4221","N32s_4NdIsmdnA6oy_t_TQ",6,7,10,7,17
"4222","n3Ibd2BPL4_v7XMxNOZAPA",14,29,27,40,40
"4223","N3zrgORGPLCnSlMRZTFbCA",23,27,22,16,18
"4224","N41ovsQWpiaNEUs7R8wRKg",0,1,3,3,5
"4225","N41XZ8H_sNXvQv6obZuvsA",3,1,3,2,5
"4226","N4x_3sJ5vmhrfE0iqOr-9A",10,8,8,13,7
"4227","n5eQnMnVVt3FfrFENYoU0g",157,135,123,117,107
"4228","N5Ha9RpMPYnYqBurfS1mtg",18,5,6,16,18
"4229","n5VDarILKsHU7O2J-uPFJg",2,1,1,0,0
"4230","n6Hau_a7miaQtlb6gC2boQ",9,12,14,17,15
"4231","N7oUi6aM01UlvrsIcTSqmg",6,12,7,9,7
"4232","n7sSfNtNYYcDZVly7_CTWw",6,17,18,16,19
"4233","N7tU6chZEQqK8LVqYsyzYg",6,6,3,1,1
"4234","n8aEflHJYlK_c7yy8xkwpQ",33,35,49,42,33
"4235","N8B8NLN29aDTQhATGZnqhw",0,6,6,12,8
"4236","N8cJk5s9yW3fLeJyHQeRAA",48,96,100,129,151
"4237","N8NiWbLzee9EOeMnz2MOlw",56,40,31,31,26
"4238","N8Q2s-Snz2vL79zB3rEEug",95,74,65,53,46
"4239","n9fY-d2JvXinQiOZ1vZBpw",2,5,6,4,7
"4240","n9He4HN_Ce06riRiyzFJ4w",21,9,4,15,10
"4241","n9iOBTyrgFRE4WT1Lq_wAA",8,13,12,11,19
"4242","n9Zl-seyPTcwC1r769oR6Q",7,2,6,4,9
"4243","na2KwlzXBYxzKWTxBRNCNw",4,7,6,17,9
"4244","NA3tQYxR6Fq5O8nV6u41Tw",45,41,17,23,23
"4245","nAfwI6ygLXLH_LGQH9GbmA",4,7,1,4,5
"4246","naLrErBuJr9IWd6_rv6-XQ",100,166,177,185,235
"4247","naqJ8iKmZ1m9YWOyvgODZQ",19,14,8,16,10
"4248","naUQ_ZHKq2ONBwW5EhJXJQ",41,59,37,36,30
"4249","NaXqRvoW2Zg2wSghf9JqaA",11,7,3,2,4
"4250","nB3pytYdmzKWfNtXyfNrpQ",18,19,21,17,11
"4251","nBfusVbqwul0BU0Rcrlelw",46,32,41,35,28
"4252","nBl_NeArpL08MpoghDiA_A",14,20,12,7,10
"4253","nBrD6TxddhHx4FhMk32JvQ",11,18,37,30,28
"4254","NBwPgX7L2D-EZedgo3A-pw",6,12,13,7,8
"4255","Nc2TtVj6py6dHH_XdWAKRQ",9,4,7,7,7
"4256","nCa9q1zGE8y-lNPHfMZTNw",7,5,9,9,6
"4257","NCh_S-yja2q4b8CTMR4gCA",0,4,0,3,3
"4258","NChgwDb5vWkPg3nvZJGM9g",23,18,24,19,27
"4259","NCr5X2qpStcLpwBkZo-5AA",69,60,81,47,70
"4260","ncrkmZc8VkcBjmjN-BDHBg",3,6,5,3,3
"4261","nCtz4E0DBKpvT7QMR_-0Lw",8,5,6,10,7
"4262","NCtzWkMbE13r2M2Sg0wH9w",15,40,35,22,34
"4263","nCv2hQH-j7zEMIU1fPqvlA",8,11,13,10,12
"4264","nda3uTUCzgx4y4OYTYmlzA",13,10,5,7,4
"4265","NDHhzgMrTzr_38md_R5WKw",6,12,11,14,18
"4266","Ndk3mmxFthvuGO7LFKeUmQ",16,13,18,12,23
"4267","NDKWwyqwznAuAQjkpb8ehw",9,4,9,4,6
"4268","nDMqBGHBmdjHapvtjBtkwg",10,19,32,31,73
"4269","nDuny57RqmKpYZB1lNxpzw",13,15,19,5,11
"4270","NdUpa6d8zmfgEe7EKxIouw",7,4,15,14,8
"4271","NE36ooPeXtfVcTV_vo02zQ",25,7,11,7,2
"4272","NE4Q42OVJdlibncRXtJXvw",1,8,4,3,4
"4273","ne5RmdfFuFL02oJimNYcVw",7,18,9,9,19
"4274","NEdZVFD-w-96pje_ajFalQ",36,43,49,56,42
"4275","nefBMCGgMPvOnASoyO_X1A",19,31,32,49,39
"4276","neQqbrgCqfrRjRaMY8iSGA",10,11,15,20,22
"4277","NERLJXacJ3b6peiZ8ceeqA",27,33,30,25,32
"4278","NETaLUX6PH9lxLCwzNgq1Q",3,5,3,6,5
"4279","NeUf9FyCCIN4MEseNyqkXQ",113,106,74,55,39
"4280","nev4SoEhqXHwhs1hBHcLQA",4,3,9,8,4
"4281","nF6BEm0IBxvl3XumZ91dbw",25,17,12,10,7
"4282","NfdZgoNTGsfth9MS8Qaurg",47,81,66,68,54
"4283","nfeIPaPNPC3awILVzLMg6Q",24,19,22,29,36
"4284","NFICjOJG4AP1NQZHkW4AxQ",8,8,7,5,5
"4285","nfNk9CUjpnKX_bwK_-bIeA",10,11,10,11,11
"4286","nFo_63pTr-4ZhakuaRFOCA",54,81,71,73,77
"4287","NFOmAcZ7UFKmeamktDyt2w",29,48,37,38,17
"4288","nfyqtEoufkhjv97IueK7Ow",48,19,22,15,16
"4289","NG1p4b7a83krNyX08ssPTQ",8,4,1,2,1
"4290","NGfndkcKbvxbdaFexMtRxA",21,19,26,21,19
"4291","nglQaQXuU-d38fGe_tM5-Q",9,20,15,31,21
"4292","NgSbsVx22tGYX8tKSsyolw",3,4,4,3,0
"4293","NgtHeii61KsVwqNjXIwX-Q",42,44,33,35,32
"4294","nH3d8NkRrHBbkmJo0glEOQ",0,5,3,2,2
"4295","nH4CEJwrRXPxhfdL2pz3MA",21,19,10,8,16
"4296","NhgTsfLKgks-RTCIw_IAcw",4,8,5,8,6
"4297","NHIWIA3g7oLZ5gW1tpjf8w",12,5,4,10,4
"4298","NhpdNYXoRofaa649drCz3g",65,67,41,48,30
"4299","nhpLx30hczfEsSXCTPy4tg",19,9,13,7,5
"4300","NhS1rFM9j8cht9asgPOZDQ",21,21,15,20,15
"4301","nhToFLPoqNixNbRK4-xFQg",74,39,47,44,22
"4302","NHy-HT-FI305jqgyeIWPCQ",25,12,13,16,4
"4303","nI1reikhvzQKyXojeUCPqg",19,12,18,18,21
"4304","ni6tsQpBjDabeTpGCeb0ag",3,2,14,12,10
"4305","niarDEwXB3xIcz06Z10OJA",4,5,6,11,7
"4306","nIbXwOgthwCM2dhug5viCA",45,55,51,55,32
"4307","nih6RQC-HttWiO28HOcfOA",6,2,2,5,3
"4308","niqPZM5R5Zqg1tVx9Ng9PA",6,8,10,22,11
"4309","NIuaxYvM_-dzmgGXwPJ1Gw",39,54,35,29,20
"4310","nIX7WiUPekK5YpiRQorxlQ",24,35,28,31,18
"4311","Nj0vQjUYjaa7qbvZlEr2jQ",13,2,7,7,3
"4312","NjhS6VQIOK8wWyfAb6e8QA",2,0,4,1,3
"4313","njlYTnFbCDsfQGFHE1bSZw",18,22,15,18,21
"4314","NjWAVjMxUwOqnpOOQL71QA",61,54,41,48,27
"4315","NK-8zniVfA21IQoQCynrDg",88,65,68,36,20
"4316","nk6_ipMkmUvUtq6Xvncf0A",43,46,31,41,24
"4317","nKfKuPMl6jj1meN3QnmMFg",3,4,2,3,1
"4318","NkGQRN6ahwQoFEAlHq8NHg",23,15,18,15,12
"4319","nKJERtWMwBF-eL3skiRiBw",8,17,14,9,20
"4320","NkLcl20WOntD0cBp0yfjeA",2,0,1,3,2
"4321","NKMyRG-hK6_HNMlckY7Hxw",20,16,21,9,11
"4322","nkNdTqpv1m5GBKx8xrpluw",2,5,10,6,3
"4323","nKrK1aK2uWtL57Q3ShH6Hg",17,30,35,27,40
"4324","NktflCS0XU0jNnfmA_rUVQ",3,3,2,3,0
"4325","NL5HvWNxEx-9n_hagvxpeA",1,0,1,1,1
"4326","nlK4L4ntOe5zptVPj8KYxw",7,5,4,4,1
"4327","nLLs9fIiWw6WDku3_2NVVA",21,10,7,12,13
"4328","NlxvN9wUw14qIS6ledk15Q",30,16,25,15,28
"4329","nM5YtnUtmtb3MF2nR3bl5A",6,3,4,10,6
"4330","nm8-Bn7O3DUytb5RZw4V5A",0,3,2,0,3
"4331","Nm9_4UEQgZ8nKTtgXKTNPQ",44,32,21,12,15
"4332","NmDm0CFwN1YrqqqLZ4CCsg",2,1,0,2,3
"4333","nmj5yK9dZ2atlM9RYDCRHw",88,65,46,42,35
"4334","nMu03dHOqfm1m9jEVg1l-w",18,18,14,15,24
"4335","NmYTwkqyaCtEg3wifBkxkw",17,14,8,12,14
"4336","NN9dbEZF_c4YNgfWWAEVig",9,9,8,10,12
"4337","nNOPWMUqJVxX7nv8N5E-4g",11,14,9,11,8
"4338","NNSDXtjgNUNAgQH99R0yWw",8,7,1,4,3
"4339","No0SNrxkX6ADEde-9QwtMw",24,19,7,10,19
"4340","nOb5CUmPsVFV9PCKOpgcFw",5,5,9,3,3
"4341","nol9V6ypimztEEsBofw-3g",25,25,19,24,20
"4342","noLH_u4MJzfXYYHqcByjnA",21,19,12,13,15
"4343","NOlv0y8xSqMpSjwkblBCvg",0,8,11,12,13
"4344","NomKkbod3jnl7_aiPgeL-w",31,19,19,11,17
"4345","NOq_vpCfCfYdMRPbaUG53w",9,14,14,15,17
"4346","notMxQXE3BaBAgiD-o1jgg",83,98,111,120,152
"4347","NoTvR07WRCv4FAccWu-oTA",21,16,15,11,22
"4348","NOuSa7Yy4yHYKDD0rNod9Q",64,63,62,56,65
"4349","noWuoL6IRY09vVs_uBNlBg",12,24,21,35,33
"4350","noX7tQCO-zYkJxVqoZ4u8g",21,12,13,18,9
"4351","nPF0r6FJ896f7Z1wamPygQ",16,14,13,14,15
"4352","npfVfumxVAkQNYpY1fSvew",236,112,76,66,43
"4353","nPUq9XZrQRxpOArwNbRD0A",19,13,12,16,9
"4354","nPvwk6NW7j-nbvUzCh94lw",0,0,2,1,1
"4355","nq7947n5ZtCU-7LGoyO6Bg",3,6,3,4,7
"4356","Nq7eB1wB2EArUICtiNePvQ",61,59,54,83,81
"4357","NqA43LG4PCPEDQT672zMNA",13,15,17,15,26
"4358","NQfyBbGTq5_4f2j-tw_gUQ",5,3,5,3,2
"4359","nQGVOC3Cqaf_0uus4NG58A",9,4,2,3,5
"4360","NQhPkGeHiljeg7tXPTHJeA",10,9,8,10,13
"4361","nQK95GJD_KB-bc_g14bD9g",5,12,17,3,3
"4362","nqpUjsD-nUIQCrr15B9W-g",2,2,2,3,0
"4363","NQQ6Kc9NdyrIujz0s0-Ebg",6,3,3,1,0
"4364","nqUg5UdPVwNABqaM4iuXsw",7,2,2,0,1
"4365","nQUsMhT7qY6pPMvTT6xGcQ",49,50,46,47,65
"4366","NqV89VQBV9kvUaA7a8F-tg",28,37,30,33,26
"4367","NQvZ_RotIEalBKsJ8zuLIw",11,12,18,9,6
"4368","NR_8LIX-oG50jUQpziBnWQ",30,34,52,60,76
"4369","nrnnVdMNJHn8H1FtcKeybg",47,33,35,28,24
"4370","nRO4tRwimU12hg7Cnz__iA",29,32,43,40,50
"4371","nRzZac3LVgANpKPkDs4LSQ",8,14,8,10,7
"4372","ns-NxkoIKUJgfZ_WSTzLdw",8,6,9,15,10
"4373","NS5m7kg9phWfjP27qmxgYA",17,14,8,9,7
"4374","nSFZCaugV5BnkyBLnRXdhA",33,28,31,26,36
"4375","NsnZ5GhagXBKrCOelxVQxw",242,279,293,296,292
"4376","NswJRDwk7DyJFgjEWDAd9A",26,23,36,48,50
"4377","nt1XC82nR3VSNvTKGX--cg",17,9,13,11,17
"4378","nt5HVhwaL9VqsnX9-6QBwg",34,19,33,25,43
